date,Appliances,lights,T1,RH_1
15/2/2016 8:10,40,0,19.5,41
15/2/2016 8:20,40,0,19.5,40.76
15/2/2016 8:30,50,10,19.5,40.62666667
15/2/2016 8:40,320,10,19.39,40.33333333
15/2/2016 8:50,310,10,19.39,40.26
15/2/2016 9:00,90,10,19.39,40.06
15/2/2016 9:10,50,10,19.39,39.86
15/2/2016 9:20,70,10,19.39,39.62666667
15/2/2016 9:30,70,20,19.32333333,39.7
15/2/2016 9:40,60,10,19.29,39.66333333
15/2/2016 9:50,60,10,19.29,39.59
15/2/2016 10:00,70,10,19.29,40.23333333
15/2/2016 10:10,270,10,19.4475,43.97
15/2/2016 10:20,740,20,19.5,42.13333333
15/2/2016 10:30,590,10,19.5,40.73333333
15/2/2016 10:40,380,10,19.5,40.66
15/2/2016 10:50,280,10,19.5,40.96666667
15/2/2016 11:00,240,10,19.5,40.82666667
15/2/2016 11:10,250,10,19.6,40.79
15/2/2016 11:20,210,10,19.6,40.79
15/2/2016 11:30,80,20,19.7,40.9
15/2/2016 11:40,70,10,19.76,40.82666667
15/2/2016 11:50,50,10,19.79,40.49
15/2/2016 12:00,60,10,19.85666667,40.23
15/2/2016 12:10,50,10,19.89,39.79666667
15/2/2016 12:20,50,10,19.96333333,39.53
15/2/2016 12:30,50,20,20.1,39.43
15/2/2016 12:40,530,10,20.16666667,39.15666667
15/2/2016 12:50,370,10,20.26,39.06666667
15/2/2016 13:00,300,10,20.26,39.4
15/2/2016 13:10,290,10,20.29,39.33333333
15/2/2016 13:20,270,10,20.365,39.35
15/2/2016 13:30,240,10,20.39,39.46666667
15/2/2016 13:40,220,20,20.42666667,39.53
15/2/2016 13:50,150,0,20.5,39.53
15/2/2016 14:00,60,0,20.53333333,39.52666667
15/2/2016 14:10,310,0,20.6,39.06666667
15/2/2016 14:20,340,0,20.7,38.99
15/2/2016 14:30,100,0,20.7,38.65666667
15/2/2016 14:40,60,0,20.7,38.46666667
15/2/2016 14:50,60,0,20.7,38.4
15/2/2016 15:00,70,0,20.7,38.26
15/2/2016 15:10,60,0,20.7,38.06666667
15/2/2016 15:20,60,0,20.73,37.79
15/2/2016 15:30,50,0,20.79,37.73
15/2/2016 15:40,50,0,20.76,37.59
15/2/2016 15:50,40,0,20.7,37.59
15/2/2016 16:00,30,0,20.7,37.46666667
15/2/2016 16:10,30,0,20.7,37.32666667
15/2/2016 16:20,30,0,20.79,37.29
15/2/2016 16:30,50,0,20.79,37.29
15/2/2016 16:40,40,0,20.79,37.2
15/2/2016 16:50,50,0,20.79,37.2
15/2/2016 17:00,40,0,20.79,37.2
15/2/2016 17:10,40,0,20.76,37.2
15/2/2016 17:20,60,10,20.7,37.2
15/2/2016 17:30,80,0,20.7,37.22333333
15/2/2016 17:40,110,20,20.7,36.89
15/2/2016 17:50,110,30,20.6,36.7
15/2/2016 18:00,100,20,20.6,36.7
15/2/2016 18:10,140,20,20.63333333,36.65666667
15/2/2016 18:20,310,20,20.7,36.79
15/2/2016 18:30,290,20,20.79,36.82666667
15/2/2016 18:40,250,10,20.85666667,37.02666667
15/2/2016 18:50,310,40,20.92666667,39.92666667
15/2/2016 19:00,110,10,21,44.86666667
15/2/2016 19:10,110,20,21.1,44.6
15/2/2016 19:20,370,0,21.16666667,42.33333333
15/2/2016 19:30,140,30,21.29,40.79333333
15/2/2016 19:40,440,30,21.29,40
15/2/2016 19:50,150,30,21.34,39.245
15/2/2016 20:00,260,20,21.39,38.93333333
15/2/2016 20:10,290,30,21.39,39.06
15/2/2016 20:20,110,20,21.5,39.12666667
15/2/2016 20:30,100,30,21.5,39.2
15/2/2016 20:40,100,30,21.56666667,39.12666667
15/2/2016 20:50,90,20,21.56666667,39.12666667
15/2/2016 21:00,360,30,21.6,38.9
15/2/2016 21:10,270,30,21.6,38.9
15/2/2016 21:20,70,30,21.6,38.76
15/2/2016 21:30,90,20,21.6,38.62666667
15/2/2016 21:40,100,30,21.7,38.5
15/2/2016 21:50,100,30,21.7,38.43333333
15/2/2016 22:00,90,30,21.73,38.36333333
15/2/2016 22:10,70,30,21.73,38.29
15/2/2016 22:20,70,30,21.7,38.29
15/2/2016 22:30,80,20,21.7,38.43
15/2/2016 22:40,50,30,21.7,38.62666667
15/2/2016 22:50,60,30,21.63333333,38.62666667
15/2/2016 23:00,50,30,21.66666667,38.79
15/2/2016 23:10,50,30,21.6,38.8175
15/2/2016 23:20,50,30,21.53333333,38.96666667
15/2/2016 23:30,40,30,21.5,39
15/2/2016 23:40,60,30,21.5,39
15/2/2016 23:50,60,30,21.46333333,39
16/2/2016 0:00,60,30,21.39,39
16/2/2016 0:10,60,20,21.39,39.09
16/2/2016 0:20,60,30,21.39,39.09
16/2/2016 0:30,60,30,21.29,39.09
16/2/2016 0:40,60,30,21.29,39.09
16/2/2016 0:50,50,10,21.29,39.09
16/2/2016 1:00,50,10,21.23,39.09
16/2/2016 1:10,30,0,21.2,39.09
16/2/2016 1:20,30,10,21.13333333,39.03
16/2/2016 1:30,30,10,21.1,38.9
16/2/2016 1:40,20,0,21.1,38.82666667
16/2/2016 1:50,60,10,21.06666667,38.76
16/2/2016 2:00,50,10,21,38.62666667
16/2/2016 2:10,50,0,21,38.59
16/2/2016 2:20,40,10,20.92666667,38.53
16/2/2016 2:30,40,10,20.89,38.5
16/2/2016 2:40,50,0,20.85666667,38.36333333
16/2/2016 2:50,50,10,20.79,38.29
16/2/2016 3:00,40,10,20.79,38.29
16/2/2016 3:10,60,0,20.73,38.29
16/2/2016 3:20,40,10,20.7,38.2
16/2/2016 3:30,40,0,20.7,38.2
16/2/2016 3:40,20,10,20.6,38.09
16/2/2016 3:50,20,10,20.6,38.09
16/2/2016 4:00,40,0,20.6,38.09
16/2/2016 4:10,50,10,20.53333333,38.09
16/2/2016 4:20,40,0,20.5,38.09
16/2/2016 4:30,60,10,20.5,38.09
16/2/2016 4:40,60,10,20.5,38.09
16/2/2016 4:50,50,0,20.42666667,38.03
16/2/2016 5:00,40,10,20.39,38
16/2/2016 5:10,50,0,20.39,38
16/2/2016 5:20,40,10,20.29,38
16/2/2016 5:30,40,10,20.29,38
16/2/2016 5:40,30,0,20.29,38
16/2/2016 5:50,20,10,20.2,37.9
16/2/2016 6:00,40,0,20.2,37.9
16/2/2016 6:10,40,10,20.16666667,37.9
16/2/2016 6:20,50,10,20.1,37.9
16/2/2016 6:30,50,0,20.1,37.9
16/2/2016 6:40,40,10,20.1,37.9
16/2/2016 6:50,40,0,20,37.79
16/2/2016 7:00,50,20,20,37.79
16/2/2016 7:10,50,10,19.96333333,37.79
16/2/2016 7:20,60,40,19.96333333,37.79
16/2/2016 7:30,60,20,19.92666667,37.82666667
16/2/2016 7:40,40,0,19.92666667,37.9
16/2/2016 7:50,40,0,19.89,37.86333333
16/2/2016 8:00,40,0,19.82333333,37.79
16/2/2016 8:10,50,0,19.79,37.76
16/2/2016 8:20,60,0,19.79,37.7
16/2/2016 8:30,520,0,19.79,37.66333333
16/2/2016 8:40,690,0,19.79,37.79666667
16/2/2016 8:50,420,0,19.7,38
16/2/2016 9:00,310,0,19.7,37.96666667
16/2/2016 9:10,270,0,19.7,37.96666667
16/2/2016 9:20,230,0,19.7,38
16/2/2016 9:30,230,0,19.7,38
16/2/2016 9:40,150,0,19.7,38.09
16/2/2016 9:50,70,10,19.7,38.09
16/2/2016 10:00,100,0,19.79,38.23
16/2/2016 10:10,390,0,19.79,38.29
16/2/2016 10:20,270,10,19.79,39.2
16/2/2016 10:30,280,0,19.79,39.12666667
16/2/2016 10:40,260,0,19.89,39.46333333
16/2/2016 10:50,240,10,19.89,39.66333333
16/2/2016 11:00,260,0,20,39.43333333
16/2/2016 11:10,190,0,20.06666667,39.5
16/2/2016 11:20,120,0,20.03333333,39.53
16/2/2016 11:30,70,0,20.16666667,39.46333333
16/2/2016 11:40,50,0,20.23,39.16333333
16/2/2016 11:50,70,0,20.29,39.03
16/2/2016 12:00,40,0,20.29,37.69666667
16/2/2016 12:10,40,0,20.315,36.8975
16/2/2016 12:20,40,0,20.39,36.62666667
16/2/2016 12:30,60,0,20.53333333,36.46666667
16/2/2016 12:40,80,0,20.6,36.26666667
16/2/2016 12:50,170,0,20.73,36.29
16/2/2016 13:00,70,0,20.85666667,36.29
16/2/2016 13:10,60,0,20.92666667,36.33
16/2/2016 13:20,70,0,21.06666667,36.53
16/2/2016 13:30,60,0,21.1,36.4
16/2/2016 13:40,70,0,21.16666667,36.32666667
16/2/2016 13:50,80,0,21.2,36.26
16/2/2016 14:00,70,0,21.2,36.26
16/2/2016 14:10,70,0,21.29,36.26
16/2/2016 14:20,70,0,21.29,36.2
16/2/2016 14:30,30,0,21.39,36.06
16/2/2016 14:40,30,0,21.46333333,36
16/2/2016 14:50,30,0,21.53333333,35.86333333
16/2/2016 15:00,110,0,21.6,35.73
16/2/2016 15:10,50,0,21.7,36.09666667
16/2/2016 15:20,60,0,21.7,35.7725
16/2/2016 15:30,50,0,21.76,34.86
16/2/2016 15:40,50,0,21.79,34.73
16/2/2016 15:50,50,0,21.79,34.73
16/2/2016 16:00,40,0,21.79,34.79
16/2/2016 16:10,50,0,21.79,34.73
16/2/2016 16:20,50,10,21.79,34.76
16/2/2016 16:30,50,0,21.79,34.7
16/2/2016 16:40,60,0,21.79,34.66333333
16/2/2016 16:50,40,0,21.79,34.53
16/2/2016 17:00,50,0,21.79,34.29
16/2/2016 17:10,50,0,21.79,34.29
16/2/2016 17:20,50,0,21.76,34.30833333
16/2/2016 17:30,60,0,21.73,34.32666667
16/2/2016 17:40,40,0,21.7,34.32666667
16/2/2016 17:50,70,0,21.7,34.4
16/2/2016 18:00,70,0,21.6,34.2
16/2/2016 18:10,90,0,21.575,34.2225
16/2/2016 18:20,90,0,21.5,34.29
16/2/2016 18:30,100,0,21.5,34.32666667
16/2/2016 18:40,180,0,21.5,34.4
16/2/2016 18:50,390,10,21.5,34.73333333
16/2/2016 19:00,370,20,21.5,35.92666667
16/2/2016 19:10,120,20,21.6,39.25666667
16/2/2016 19:20,100,10,21.66666667,40.05666667
16/2/2016 19:30,120,30,21.73,38.89333333
16/2/2016 19:40,120,30,21.79,39.02666667
16/2/2016 19:50,100,20,21.89,38.75666667
16/2/2016 20:00,90,20,21.89,37.49666667
16/2/2016 20:10,90,20,22,36.36333333
16/2/2016 20:20,80,20,22,35.89
16/2/2016 20:30,120,30,22,35.66333333
16/2/2016 20:40,110,20,22,35.53
16/2/2016 20:50,140,20,22.03333333,35.26
16/2/2016 21:00,120,20,22.1,35.12666667
16/2/2016 21:10,110,30,22.1,34.86333333
16/2/2016 21:20,100,10,22.1,34.695
16/2/2016 21:30,110,0,22.1,34.59
16/2/2016 21:40,80,0,22.1,34.5
16/2/2016 21:50,90,0,22.1,34.5
16/2/2016 22:00,90,0,22.1,34.5
16/2/2016 22:10,70,0,22.1,34.43333333
16/2/2016 22:20,70,0,22.1,34.36333333
16/2/2016 22:30,50,0,22.03333333,34.23
16/2/2016 22:40,40,10,22,34.09
16/2/2016 22:50,50,0,22,34.16333333
16/2/2016 23:00,50,0,21.96333333,34.29
16/2/2016 23:10,60,0,21.89,34.36333333
16/2/2016 23:20,60,0,21.85666667,34.7
16/2/2016 23:30,60,0,21.85666667,34.76
16/2/2016 23:40,60,0,21.79,34.86333333
16/2/2016 23:50,60,0,21.79,34.79
17/2/2016 0:00,60,0,21.76,34.86
17/2/2016 0:10,60,0,21.7,35
17/2/2016 0:20,40,0,21.6,35.12666667
17/2/2016 0:30,50,0,21.6,35.33333333
17/2/2016 0:40,40,0,21.55,35.45
17/2/2016 0:50,50,0,21.5,35.5
17/2/2016 1:00,70,0,21.42666667,35.36
17/2/2016 1:10,60,0,21.39,35.36333333
17/2/2016 1:20,60,0,21.32333333,35.29
17/2/2016 1:30,60,0,21.29,35.29
17/2/2016 1:40,50,0,21.29,35.29
17/2/2016 1:50,70,0,21.2,35.29
17/2/2016 2:00,60,0,21.2,35.36333333
17/2/2016 2:10,60,0,21.1,35.26
17/2/2016 2:20,70,0,21.1,35.33333333
17/2/2016 2:30,60,0,21.06666667,35.33333333
17/2/2016 2:40,40,0,21,35.2
17/2/2016 2:50,40,0,21,35.2
17/2/2016 3:00,30,0,20.92666667,35.2
17/2/2016 3:10,60,0,20.89,35.2
17/2/2016 3:20,60,0,20.82333333,35.12666667
17/2/2016 3:30,70,0,20.79,35.09
17/2/2016 3:40,70,0,20.79,35.09
17/2/2016 3:50,50,0,20.7,35.23
17/2/2016 4:00,70,0,20.7,35.245
17/2/2016 4:10,50,0,20.7,35.36333333
17/2/2016 4:20,60,0,20.6,35.23
17/2/2016 4:30,60,0,20.6,35.29
17/2/2016 4:40,60,0,20.56666667,35.4
17/2/2016 4:50,70,0,20.5,35.46666667
17/2/2016 5:00,40,0,20.5,35.5
17/2/2016 5:10,40,0,20.5,35.5
17/2/2016 5:20,40,0,20.39,35.4
17/2/2016 5:30,50,0,20.39,35.4
17/2/2016 5:40,60,0,20.39,35.4
17/2/2016 5:50,60,0,20.39,35.4
17/2/2016 6:00,60,0,20.29,35.4
17/2/2016 6:10,60,0,20.29,35.4
17/2/2016 6:20,70,0,20.26,35.46666667
17/2/2016 6:30,50,0,20.2,35.4
17/2/2016 6:40,70,0,20.2,35.4
17/2/2016 6:50,50,0,20.2,35.4
17/2/2016 7:00,70,10,20.16666667,35.43333333
17/2/2016 7:10,60,30,20.1,35.75
17/2/2016 7:20,50,20,20.1,35.56666667
17/2/2016 7:30,60,10,20,35.16333333
17/2/2016 7:40,70,10,20,34.89
17/2/2016 7:50,60,0,20,34.8
17/2/2016 8:00,60,0,20,35
17/2/2016 8:10,60,0,20,35.29666667
17/2/2016 8:20,60,10,19.92666667,35.16333333
17/2/2016 8:30,60,0,19.96333333,35.33333333
17/2/2016 8:40,50,0,19.96333333,35.12666667
17/2/2016 8:50,50,10,19.89,34.86333333
17/2/2016 9:00,60,0,19.89,34.79
17/2/2016 9:10,80,0,19.85666667,34.66333333
17/2/2016 9:20,80,0,19.79,34.53
17/2/2016 9:30,30,10,19.79,34.26
17/2/2016 9:40,80,0,19.79,34.12666667
17/2/2016 9:50,20,0,19.76,33.9
17/2/2016 10:00,100,0,19.7,33.82666667
17/2/2016 10:10,50,0,19.7,33.79
17/2/2016 10:20,100,0,19.7,33.8175
17/2/2016 10:30,80,0,19.7,34.02666667
17/2/2016 10:40,60,0,19.7,34.19333333
17/2/2016 10:50,80,10,19.7,34.46666667
17/2/2016 11:00,90,0,19.7,34.73
17/2/2016 11:10,70,0,19.76,34.99
17/2/2016 11:20,50,0,19.79,36.03333333
17/2/2016 11:30,60,0,19.85666667,37.56666667
17/2/2016 11:40,120,0,20,38.6
17/2/2016 11:50,40,10,20,37.66666667
17/2/2016 12:00,90,0,20.1,38.06333333
17/2/2016 12:10,50,0,20.1,37.32333333
17/2/2016 12:20,30,10,20.1,36.69333333
17/2/2016 12:30,60,0,20.1,36.76666667
17/2/2016 12:40,40,0,20.2,36.52666667
17/2/2016 12:50,50,0,20.2,36.19333333
17/2/2016 13:00,60,0,20.29,35.86333333
17/2/2016 13:10,50,0,20.29,35.59666667
17/2/2016 13:20,60,0,20.39,35.22333333
17/2/2016 13:30,80,10,20.46333333,35.03
17/2/2016 13:40,100,0,20.5,34.95
17/2/2016 13:50,100,0,20.6,34.79
17/2/2016 14:00,90,0,20.6,34.73
17/2/2016 14:10,100,0,20.63333333,34.7
17/2/2016 14:20,100,0,20.7,34.62666667
17/2/2016 14:30,50,0,20.79,34.46666667
17/2/2016 14:40,50,0,20.85666667,34.46666667
17/2/2016 14:50,40,0,20.92666667,34.43333333
17/2/2016 15:00,50,0,21,34.22666667
17/2/2016 15:10,60,0,21,34
17/2/2016 15:20,50,0,21,34
17/2/2016 15:30,60,0,21.1,34
17/2/2016 15:40,60,0,21.1,33.93333333
17/2/2016 15:50,60,0,21,33.79
17/2/2016 16:00,60,0,21,33.79
17/2/2016 16:10,50,0,21,33.79
17/2/2016 16:20,70,0,21,33.73
17/2/2016 16:30,90,0,20.89,33.59
17/2/2016 16:40,100,0,20.89,33.59
17/2/2016 16:50,100,0,20.84,33.45
17/2/2016 17:00,100,0,20.79,33.5
17/2/2016 17:10,80,0,20.79,33.56
17/2/2016 17:20,70,0,20.76,33.62666667
17/2/2016 17:30,70,0,20.7,33.76
17/2/2016 17:40,70,0,20.7,33.79
17/2/2016 17:50,80,0,20.7,33.73
17/2/2016 18:00,90,0,20.7,33.7
17/2/2016 18:10,90,0,20.7,33.7
17/2/2016 18:20,90,0,20.7,33.76
17/2/2016 18:30,90,0,20.7,33.7
17/2/2016 18:40,100,0,20.73,33.7
17/2/2016 18:50,90,0,20.79,33.7
17/2/2016 19:00,100,0,20.82333333,33.73
17/2/2016 19:10,180,10,20.96333333,33.73
17/2/2016 19:20,100,10,21.03333333,33.95666667
17/2/2016 19:30,80,0,21.1,34.23
17/2/2016 19:40,80,0,21.13333333,34.12666667
17/2/2016 19:50,60,0,21.26,34.2
17/2/2016 20:00,70,0,21.29,34.06
17/2/2016 20:10,60,0,21.365,33.8975
17/2/2016 20:20,80,0,21.39,33.73
17/2/2016 20:30,70,10,21.39,33.66333333
17/2/2016 20:40,100,0,21.46333333,33.66333333
17/2/2016 20:50,90,0,21.39,33.62666667
17/2/2016 21:00,130,0,21.39,33.7
17/2/2016 21:10,100,10,21.32333333,33.76666667
17/2/2016 21:20,100,0,21.32333333,34.02666667
17/2/2016 21:30,90,0,21.39,34.23
17/2/2016 21:40,90,0,21.39,34.43
17/2/2016 21:50,60,0,21.35666667,34.62666667
17/2/2016 22:00,60,0,21.29,34.76
17/2/2016 22:10,60,0,21.29,34.82666667
17/2/2016 22:20,60,10,21.29,34.9
17/2/2016 22:30,70,0,21.29,34.93333333
17/2/2016 22:40,30,10,21.23,34.93333333
17/2/2016 22:50,40,0,21.2,35.03
17/2/2016 23:00,50,0,21.2,35.09
17/2/2016 23:10,40,0,21.16666667,35.23
17/2/2016 23:20,50,0,21.1,35.3975
17/2/2016 23:30,60,0,21.1,35.5
17/2/2016 23:40,50,0,21.1,35.59
17/2/2016 23:50,60,0,21.03333333,35.59
18/2/2016 0:00,60,0,21,35.62666667
18/2/2016 0:10,60,0,20.92666667,35.62666667
18/2/2016 0:20,50,0,20.89,35.62666667
18/2/2016 0:30,50,0,20.89,35.7
18/2/2016 0:40,40,0,20.85666667,35.66333333
18/2/2016 0:50,30,0,20.79,35.59
18/2/2016 1:00,30,0,20.79,35.59
18/2/2016 1:10,60,0,20.73,35.59
18/2/2016 1:20,60,0,20.7,35.59
18/2/2016 1:30,60,0,20.7,35.59
18/2/2016 1:40,50,0,20.6,35.5
18/2/2016 1:50,50,0,20.6,35.5
18/2/2016 2:00,60,0,20.6,35.5
18/2/2016 2:10,50,0,20.53333333,35.56
18/2/2016 2:20,50,0,20.5,35.62666667
18/2/2016 2:30,60,0,20.5,35.7
18/2/2016 2:40,50,0,20.42666667,35.62666667
18/2/2016 2:50,60,0,20.39,35.59
18/2/2016 3:00,40,0,20.39,35.66333333
18/2/2016 3:10,40,0,20.35666667,35.7
18/2/2016 3:20,30,0,20.29,35.7
18/2/2016 3:30,30,0,20.26,35.7
18/2/2016 3:40,50,0,20.2,35.7
18/2/2016 3:50,50,0,20.2,35.7
18/2/2016 4:00,60,0,20.13333333,35.7
18/2/2016 4:10,70,0,20.1,35.7
18/2/2016 4:20,50,0,20.1,35.7
18/2/2016 4:30,50,0,20.06666667,35.76
18/2/2016 4:40,50,0,20,35.7
18/2/2016 4:50,60,0,20,35.7
18/2/2016 5:00,50,0,20,35.7
18/2/2016 5:10,60,0,19.92666667,35.7
18/2/2016 5:20,60,0,19.92666667,35.7
18/2/2016 5:30,40,0,19.89,35.76
18/2/2016 5:40,40,0,19.89,35.76
18/2/2016 5:50,30,0,19.79,35.7
18/2/2016 6:00,30,0,19.79,35.79
18/2/2016 6:10,60,0,19.79,35.79
18/2/2016 6:20,50,0,19.76,35.79
18/2/2016 6:30,60,0,19.7,35.79
18/2/2016 6:40,50,0,19.7,35.82666667
18/2/2016 6:50,60,0,19.7,35.9
18/2/2016 7:00,60,10,19.66666667,35.9
18/2/2016 7:10,50,10,19.66666667,35.96666667
18/2/2016 7:20,80,0,19.66666667,36.16333333
18/2/2016 7:30,70,10,19.6,36.09
18/2/2016 7:40,50,0,19.6,36.15666667
18/2/2016 7:50,30,0,19.6,36.36333333
18/2/2016 8:00,40,0,19.6,36.26
18/2/2016 8:10,40,20,19.6,36.12666667
18/2/2016 8:20,50,20,19.6,36.06
18/2/2016 8:30,60,10,19.6,35.93333333
18/2/2016 8:40,50,0,19.5,35.83333333
18/2/2016 8:50,170,0,19.5,35.7
18/2/2016 9:00,270,0,19.5,35.9
18/2/2016 9:10,70,0,19.5,35.86333333
18/2/2016 9:20,90,30,19.5,35.79
18/2/2016 9:30,90,20,19.5,35.76
18/2/2016 9:40,260,20,19.5,35.7
18/2/2016 9:50,150,20,19.5,35.59
18/2/2016 10:00,80,30,19.5,35.59
18/2/2016 10:10,60,20,19.5,35.4
18/2/2016 10:20,60,20,19.56666667,35.32666667
18/2/2016 10:30,70,20,19.6,35.29
18/2/2016 10:40,50,20,19.6,35.29
18/2/2016 10:50,130,30,19.7,35.36333333
18/2/2016 11:00,540,20,19.7,35.43
18/2/2016 11:10,510,20,19.7,36.16
18/2/2016 11:20,200,20,19.76,36.9
18/2/2016 11:30,200,30,19.82333333,37.06666667
18/2/2016 11:40,180,20,19.96333333,37.66
18/2/2016 11:50,190,20,20,38.59
18/2/2016 12:00,100,20,20.06666667,38.86333333
18/2/2016 12:10,240,20,20.1,38.395
18/2/2016 12:20,140,20,20.13333333,38.29666667
18/2/2016 12:30,100,30,20.2,37.89
18/2/2016 12:40,90,20,20.29,37.63333333
18/2/2016 12:50,70,20,20.29,37.43333333
18/2/2016 13:00,70,30,20.29,36.9
18/2/2016 13:10,60,20,20.29,36.56666667
18/2/2016 13:20,60,20,20.39,37.12333333
18/2/2016 13:30,70,0,20.32333333,36.59666667
18/2/2016 13:40,50,0,20.39,36.19333333
18/2/2016 13:50,50,0,20.39,35.8
18/2/2016 14:00,50,0,20.39,35.4
18/2/2016 14:10,40,0,20.46333333,35.12666667
18/2/2016 14:20,50,0,20.5,34.93
18/2/2016 14:30,40,0,20.5,34.65666667
18/2/2016 14:40,20,0,20.5,34.46666667
18/2/2016 14:50,40,0,20.42666667,34.32666667
18/2/2016 15:00,20,0,20.39,34.16333333
18/2/2016 15:10,40,0,20.39,34.09
18/2/2016 15:20,50,0,20.39,34
18/2/2016 15:30,40,0,20.29,33.96666667
18/2/2016 15:40,50,0,20.29,33.9
18/2/2016 15:50,50,0,20.26,33.86333333
18/2/2016 16:00,40,0,20.2,33.79
18/2/2016 16:10,50,0,20.2,33.79
18/2/2016 16:20,50,0,20.13333333,33.79
18/2/2016 16:30,80,10,20.06666667,33.79
18/2/2016 16:40,90,0,20,33.79
18/2/2016 16:50,80,0,20,33.9
18/2/2016 17:00,100,0,20,33.96666667
18/2/2016 17:10,100,0,20,34.12666667
18/2/2016 17:20,80,0,20,34.26
18/2/2016 17:30,80,0,19.89,34.43333333
18/2/2016 17:40,70,0,19.89,34.56
18/2/2016 17:50,70,0,19.89,34.62666667
18/2/2016 18:00,80,0,19.89,34.62666667
18/2/2016 18:10,90,0,20,34.7
18/2/2016 18:20,80,0,20,34.7
18/2/2016 18:30,160,0,20.03333333,34.76666667
18/2/2016 18:40,440,0,20.1,34.9
18/2/2016 18:50,230,0,20.1,34.96666667
18/2/2016 19:00,260,0,20.13333333,35.43333333
18/2/2016 19:10,180,10,20.26,36.36
18/2/2016 19:20,100,10,20.32333333,37.22666667
18/2/2016 19:30,90,0,20.46333333,37.96666667
18/2/2016 19:40,90,0,20.5,36.9
18/2/2016 19:50,90,0,20.5,36.56666667
18/2/2016 20:00,80,10,20.53333333,36.29
18/2/2016 20:10,70,10,20.6,36.29
18/2/2016 20:20,70,30,20.63333333,36.46666667
18/2/2016 20:30,70,20,20.63333333,36.26666667
18/2/2016 20:40,100,20,20.6,36
18/2/2016 20:50,90,10,20.66666667,36
18/2/2016 21:00,80,10,20.73,36
18/2/2016 21:10,80,0,20.85666667,36
18/2/2016 21:20,90,0,20.92666667,35.86333333
18/2/2016 21:30,80,0,21.06666667,35.79
18/2/2016 21:40,90,10,21.1,35.66333333
18/2/2016 21:50,90,0,21.175,35.5675
18/2/2016 22:00,80,0,21.26,35.56
18/2/2016 22:10,80,0,21.29,35.46666667
18/2/2016 22:20,80,10,21.35666667,35.4
18/2/2016 22:30,60,0,21.32333333,35.29
18/2/2016 22:40,40,20,21.39,35.23
18/2/2016 22:50,30,20,21.39,35.2
18/2/2016 23:00,30,0,21.39,35.12666667
18/2/2016 23:10,60,0,21.39,35.09
18/2/2016 23:20,50,0,21.32333333,35.09
18/2/2016 23:30,40,0,21.29,35.12666667
18/2/2016 23:40,50,0,21.29,35.2
18/2/2016 23:50,50,0,21.29,35.2
19/2/2016 0:00,40,0,21.29,35.26
19/2/2016 0:10,50,10,21.2,35.2
19/2/2016 0:20,50,0,21.2,35.26
19/2/2016 0:30,60,0,21.1,35.32666667
19/2/2016 0:40,50,0,21.1,35.4
19/2/2016 0:50,20,0,21.1,35.5
19/2/2016 1:00,30,0,21.03333333,35.5
19/2/2016 1:10,20,0,21,35.5
19/2/2016 1:20,40,0,21,35.59
19/2/2016 1:30,50,0,20.92666667,35.66333333
19/2/2016 1:40,50,10,20.89,35.73
19/2/2016 1:50,50,0,20.89,35.79
19/2/2016 2:00,50,0,20.79,35.79
19/2/2016 2:10,50,0,20.79,35.79
19/2/2016 2:20,40,0,20.76,35.9
19/2/2016 2:30,50,0,20.7,35.9
19/2/2016 2:40,40,0,20.7,35.9
19/2/2016 2:50,40,0,20.7,35.9
19/2/2016 3:00,50,0,20.6,35.82666667
19/2/2016 3:10,40,10,20.6,35.9
19/2/2016 3:20,30,0,20.5,35.9
19/2/2016 3:30,30,0,20.5,35.9
19/2/2016 3:40,30,0,20.5,35.9
19/2/2016 3:50,50,0,20.42666667,35.9
19/2/2016 4:00,40,0,20.39,35.9
19/2/2016 4:10,50,0,20.39,35.9
19/2/2016 4:20,50,0,20.39,35.9
19/2/2016 4:30,50,0,20.29,35.93333333
19/2/2016 4:40,60,10,20.29,36
19/2/2016 4:50,40,0,20.2,36
19/2/2016 5:00,50,0,20.2,36
19/2/2016 5:10,40,0,20.2,36.09
19/2/2016 5:20,50,0,20.13333333,36.09
19/2/2016 5:30,40,0,20.1,36.12666667
19/2/2016 5:40,20,0,20.1,36.2
19/2/2016 5:50,40,0,20.06666667,36.16333333
19/2/2016 6:00,30,0,20.06666667,36.16333333
19/2/2016 6:10,40,0,20,36.2
19/2/2016 6:20,40,0,20,36.2
19/2/2016 6:30,50,0,19.89,36.2
19/2/2016 6:40,40,0,19.89,36.2
19/2/2016 6:50,50,0,19.89,36.29
19/2/2016 7:00,50,10,19.89,36.29
19/2/2016 7:10,50,0,19.85666667,36.26
19/2/2016 7:20,60,20,19.79,36.2
19/2/2016 7:30,100,10,19.79,36.1
19/2/2016 7:40,40,0,19.73,36.15666667
19/2/2016 7:50,40,10,19.73,36.29
19/2/2016 8:00,30,0,19.7,36.46666667
19/2/2016 8:10,40,0,19.7,36.4
19/2/2016 8:20,30,0,19.7,36.4
19/2/2016 8:30,50,0,19.7,36.26666667
19/2/2016 8:40,60,10,19.7,36.09
19/2/2016 8:50,200,0,19.7,36.09
19/2/2016 9:00,340,0,19.66666667,36.86
19/2/2016 9:10,150,0,19.66666667,38.8
19/2/2016 9:20,120,0,19.63333333,37.8
19/2/2016 9:30,70,0,19.63333333,37.13333333
19/2/2016 9:40,70,0,19.6,36.83333333
